SKU,Brand,Product Name,Current Price,Price per unit,Unit Size,Previous Price,On Special,Suppliers,Category,Availability,URL,Date
1017767P,Oak,Chocolate Flavoured Milk,3.0,$4.00 per 1L,750mL,3.75,Specials,"['964518 PARMALAT FOOD PRODUCTS P/L (NSW', '944347 LACTALIS AUSTRALIA P/L', '959594 PARMALAT FOOD PRODUCTS P/L', '37079 LACTALIS AUSTRALIA P/L', '959595 PARMALAT FOOD PRODUCTS P/L (SA)']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/oak-milk-flavoured-chocolate-1017767p,2021-04-23
7251723P,Beerenberg,Australian Raspberry Jam,5.0,$1.67 per 100G,300g,,,['377074 BEERENBERG P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/beerenberg-jam-raspberry,2021-04-23
3303359P,Garnier,Fructis Normal Conditioner,7.5,$0.88 per 100mL,850mL,15.0,Specials,"[""720488 L'OREAL AUST P/L""]",health-beauty,Available,https://shop.coles.com.au/a/national/product/garnier-fructis-conditioner-normal-3303359p,2021-04-23
3796551P,David Beckham,Respect Deodorant,8.0,$5.33 per 100mL,150mL,,,['975672 COSMETIC SUPPLIERS PTY LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/david-beckham-respect-deodorant,2021-04-23
384004P,Equal,Sweetener Sachets,3.7,$0.07 per 1Ea,50 pack,,,"['624365 MERISANT CO', '952592 SUGAR AUST P/L (EQUAL PRODUCTS)', '976804 GOODMAN FIELDER']",pantry,Available,https://shop.coles.com.au/a/national/product/equal-sweetener-sachets-384004p,2021-04-23
3956013P,Weis,Bar Raspberry Davidson Plum 4 Pack,7.5,$2.68 per 100mL,280mL,,,['40622 STREETS ICE CREAM'],frozen,Available,https://shop.coles.com.au/a/national/product/davidson-plum-4pk,2021-04-23
8159227P,Glen 20,Lavender Air Freshener Spray,8.0,$2.67 per 100G,300g,,,"['975782 RB (HYGIENE HOME) AUSTRALIA PTY', '672882 RECKITT BENCKISER (AUST) P/L']",household,Available,https://shop.coles.com.au/a/national/product/glen-20-airfreshener-lavendar,2021-04-23
3878995P,Streets,Paddle Pop Koala Choc Caramel 4 pack,7.0,$2.50 per 100mL,280mL,,,['40622 STREETS ICE CREAM'],frozen,Available,https://shop.coles.com.au/a/national/product/strets-paddle-pop-koala-choc-caramel-4pk,2021-04-23
7117775P,French Fries,Original Potato Chips,3.5,$2.00 per 100G,175g,,Specials,['636541 SNACK BRANDS AUSTRALIA'],pantry,Available,https://shop.coles.com.au/a/national/product/french-fries-potato-chips-original-7117775p,2021-04-23
123328P,Coles,Snow Peas loose,1.7,$17.00 per 1Kg,approx. 100g,,,"[""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & S', '939312 FRESH PROD', '97446 CARTER & S', '414760 ST GEORGE', '939301 FRESH PROD', '933347 COSTAS (TA']",fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/peas-snow-loose,2021-04-23
3445364P,Cetaphil,Moisturising Cream,16.0,$6.40 per 100G,250g,,,['968960 GALDERMA AUSTRALIA PTY LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/cetaphil-moisturising-cream,2021-04-23
3762844P,Fantastic,Grainz Rice Cracker Lightly Salted,3.0,$3.00 per 100G,100g,,,['68021 SAN REMO MACARONI CO P/L ACCT 1'],pantry,Available,https://shop.coles.com.au/a/national/product/fantastic-grainz-rice-cracker-lightly-salted,2021-04-23
5235453P,Coles,Grated Parmesan Cheese,1.6,$16.00 per 1Kg,100g,,,"['80055 PANTALICA CHEESE CO PTY LTD', '964828 PANTALICA CHEESE CO P/L (HOUSEBR']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coles-smart-buy-cheese-parmesan-grated-bag,2021-04-23
4915361P,Campbell's,Chunky Soup Potato Bacon,3.5,$0.69 per 100G,505g,,Specials,['9270 CAMPBELL AUSTRALASIA P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/campbells-chunky-soup-potato-bacon,2021-04-23
3171510P,Herbert Adams,Frozen Slow Cooked Beef with Caramelised Onion & Cabernet Sauvignon Pies 2 pack,7.8,$1.95 per 100G,400g,,,['606235 PATTIES FOODS LTD'],frozen,Available,https://shop.coles.com.au/a/national/product/herbert-adams-slow-cooked-beef-with-caramelised-onion-cabernet-sauvignon,2021-04-23
2675610P,Ogx,Extra Strength Argan Oil Shampoo,21.0,$5.45 per 100mL,385mL,,,"['24058 JOHNSON & JOHNSON PACIFIC P/L', '971925 OGX BEAUTY AU PTY LTD']",health-beauty,Available,https://shop.coles.com.au/a/national/product/ogx-extra-strength-shampoo,2021-04-23
2024360P,Coles,Rice Puffs,1.85,$0.51 per 100G,360g,,,"['145823 OVERSEAS SUPPLIER', '950174 HUBBARD FOODS LTD']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/coles-rice-puffs,2021-04-23
3615533P,L'Oreal,Paris Excellence 7.3 Dark Golden Blonde Hair Colour,20.0,$20.00 per 1Ea,1 pack,,,"[""720488 L'OREAL AUST P/L""]",health-beauty,Available,https://shop.coles.com.au/a/national/product/loreal-excellence-73-dark-golden-blonde,2021-04-23
3521360P,Keep It Cleaner,Bliss Balls Peppermint Slice,2.5,$6.25 per 100mL,40g,,,['974286 METRO FOOD CO PTY LTD'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/keep-it-cleaner-bliss-balls-peppermint-slice,2021-04-23
6836197P,Passage Foods,Passage To India Balti Curry Simmer Sauce Pouch,2.35,$0.63 per 100G,375g,4.7,Specials,['943163 PASSAGE FOODS P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/passage-to-india-sauce-balti-curry-simmer,2021-04-23
4219575P,Fable,Plant Based Mealsrogan Josh,9.95,$2.84 per 100G,350g,,,['981410 FABLE FOOD CO'],convenience-meals,Available,https://shop.coles.com.au/a/national/product/meal-rogan-josh,2021-04-23
1492443P,Red Bull,Zero Energy Drink Multipack 250mL,7.0,$7.00 per 1L,4 pack,11.3,Specials,"['935067 RED BULL AUST P/L', '44059 ASAHI BEVERAGES PTY LTD']",drinks,Available,https://shop.coles.com.au/a/national/product/red-bull-zero-energy-drink-zero,2021-04-23
6994187P,Gaganis,Premium Continental Style Soup Mix,4.8,$4.80 per 1Kg,1kg,5.5,Specials,"['968853 GAGANIS BROS (FIW)', '725013 GAGANIS BROS', '436011 EXACT IMPORTS']",international-foods,Available,https://shop.coles.com.au/a/national/product/gaganis-mixed-soup-continental,2021-04-23
3856267P,Coles,Chickpea Sweet Potato & Turmeric Curry With Rice,3.0,$0.86 per 100G,350g,4.0,Specials,['944756 THE GREEN GROUP (AUST) P/L (HOUS'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-chickpea-sw-potato-turmeric-curry-w-rice,2021-04-23
8967050P,Lavazza,Medium Roast Smooth And Aromatic Coffee Beans,30.0,$3.00 per 100G,1kg,,,"['971780 LAVAZZA AUSTRALIA PTY LTD', '730475 VALCORP FINE FOODS P/L']",drinks,Available,https://shop.coles.com.au/a/national/product/lavazza-coffee-beans-arabica-gold,2021-04-23
3734554P,Sanofi,Epsom Salts,8.3,$0.83 per 100G,1kg,,,['944967 SANOFI-AVENTIS HEALTHCARE P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/sanofi-epsom-salts-1kg,2021-04-23
9880322P,Royal Fields,Pearl Barley,3.0,$3.00 per 1Kg,1kg,,,"['959573 BASFOODS (AUST) P/L', '980252 BASFOODS INTERNATIONAL PTY LTD', '974640 BASFOODS AUSTRALIA PTY LTD (FIW)', '972150 BASFOODS AUSTRALIA PTY LTD (X-DO']",international-foods,Available,https://shop.coles.com.au/a/national/product/royal-fields-barley-pearl,2021-04-23
2982357P,Connoisseur,Mint With Cookies Gourmet Ice Cream Tub,7.5,$7.50 per 1L,1L,11.0,Specials,['968585 PETERS ICE CREAM'],frozen,Available,https://shop.coles.com.au/a/national/product/peters-connoisseur-ice-cream-montana-mint,2021-04-23
133820P,Bega,Peanut Butter Crunchy,6.5,$0.83 per 100G,780g,8.0,Specials,"['973987 BEGA CHEESE LIMITED', '26239 KRAFT FOOD']",pantry,Available,https://shop.coles.com.au/a/national/product/kraft-peanut-butter-crunchy-133820p,2021-04-23
9317480P,Borg's,Pastizzi Spinach Ricotta,4.8,$0.77 per 100G,625g,6.0,Specials,['671436 BORGCRAFT P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/borgs-pastizzi-spinach-ricotta-cheese-frozen,2021-04-23
3894594P,Pana,White Macadamia,6.0,$13.33 per 100G,45g,,,['976478 PANA CHOCOLATE PTY LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/pana-white-macadamia-,2021-04-23
4462755P,Weis,Mango & Macadamia Ice Cream Bars 4 pack,7.5,$2.68 per 100mL,280mL,,,"['227188 WEIS FROZEN FOODS', '40622 STREETS ICE CREAM']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/weis-ice-fruit-mango-macadamia-bars-280ml,2021-04-23
2157580P,Coles,Gluten Free Choc Coated Nut Bars 6 pack,2.7,$1.29 per 100G,210g,,,['943187 GOOD FOOD PARTNERS PTY LTD'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/coles-nut-bar-choc-coated-6-pack,2021-04-23
3533530P,Simon Johnson,Choc Coated Soft Nougat,20.0,$18.18 per 100G,110g,,,['958093 AUSTRALIA ON A PLATE P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/simon-johnson-choc-coated-soft-nougat,2021-04-23
4584071P,Coles,Iceberg Lettuce,4.5,$4.50 per 1Ea,1 each,,,"['939312 FRESH PROD', '414760 ST GEORGE', '942633 CARTER & S', '939301 FRESH PROD', '97446 CARTER & S', '933347 COSTAS (TA', ""635235 COSTA'S P/L (VIC DC)""]",mothers-day,Available,https://shop.coles.com.au/a/national/product/lettuce-iceberg,2021-04-23
7368582P,Mission,Extreme Cheese Tortilla Triangles Corn Chips,3.1,$1.35 per 100G,230g,,,['953327 GRUMA OCEANIA P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/mission-corn-chips-extreme-cheese,2021-04-23
3881242P,Oatly,Non Dairy Frozen Mint Chip Dessert Tub,9.5,$2.01 per 100mL,473mL,,,['943657 DKSH GROCERY CONNECT P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/oatly-non-dairy-frozen-mint-chip-dessert-8pk,2021-04-23
3896170P,King C Gillette,Double Edge Blades 10ct,14.0,$14.00 per 1Ea,1each,,,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/king-c-gillette-double-edge-blades-10ct,2021-04-23
1828410P,Yaru,Still Mineral Water,1.47,$1.47 per 1L,1L,2.95,Specials,"['967732 YARU P/L', '975459 YARU AUSTRALIA PTY LTD']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/yaru-still-spring-water,2021-04-23
1977260P,Vegie Delights,Frozen Thai Chilli and Lime Cakes 4 pack,6.0,$2.14 per 100G,280g,6.5,Specials,"['129712 SANITARIUM HEALTH & WELLBEING CO', '971159 LIFE HEALTH FOODS']",frozen,Available,https://shop.coles.com.au/a/national/product/sanitarium-vegie-delights-frozen-thai-chilli-lime-cakes,2021-04-23
2940109P,Ogx,Extra Strength Coconut Miracle Oil,21.0,$21.00 per 100mL,100mL,,,"['24058 JOHNSON & JOHNSON PACIFIC P/L', '971925 OGX BEAUTY AU PTY LTD']",health-beauty,Available,https://shop.coles.com.au/a/national/product/ogx-extra-strength-damage-remedy-coconut-oil-conditioner-2940109p,2021-04-23
5800026P,S & B,Golden Curry Mild Curry Sauce Mix,4.5,$4.89 per 100G,92g,,,"['950763 ORIENTAL MERCHANT P/L (X-DOCK)', '641316 ORIENTAL MERCHANT P/L']",pantry,Available,https://shop.coles.com.au/a/national/product/s-b-curry-golden-mild,2021-04-23
3770365P,Simple,Face Wash Refreshing Mini,4.0,$8.00 per 100mL,50mL,,,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],health-beauty,Available,https://shop.coles.com.au/a/national/product/simple-face-wash-refreshing-mini,2021-04-23
9888765P,Cortas,Boiled Whole Chick Peas,1.6,$4.00 per 1Kg,400g,,,"['966646 HARKOLA', '975437 HARKOLA PTY LTD', '972648 HARKOLA PTY LTD CROSS DOCK', '921415 HARKOLA PT']",pantry,Available,https://shop.coles.com.au/a/national/product/cortas-chickpeas-whole,2021-04-23
186430P,Birds Eye,Snap Frozen Sliced Green Beans,2.5,$5.00 per 1Kg,500g,,,['14729 SIMPLOT AU'],frozen,Available,https://shop.coles.com.au/a/national/product/birds-eye-beans-green-sliced-frozen,2021-04-23
6110023P,Coles,Frozen Fruit Blueberries,4.0,$8.00 per 1Kg,500g,,,"['953111 PATTIES FOODS PRIVATE LABEL', ""985595 NATURE'S TOUCH FROZEN FOODS INC"", '968107 FRUITS & CONCENTRATES INTL P/L (', '969602 Comfrut S.A', '953597 PATTIES FOODS LTD PRIVATE LABEL', ""972145 NATURE'S TOUCH FROZEN FOODS(WEST"", '145823 OVERSEAS SUPPLIER']",frozen,Available,https://shop.coles.com.au/a/national/product/coles-fruit-blueberry-frozen,2021-04-23
1184565P,Nivea,Stress Protect Roll On Antiperspirant Deodorant,3.5,$7.00 per 100mL,50mL,4.0,Specials,['936507 BEIERSDORF AUST LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/nivea-deodorant-roll-on-stress-protect,2021-04-23
344597P,Twinings,English Breakfast Leaf Tea,7.0,$5.60 per 100G,125g,,,"['32077 MANASSEN F', '941157 AB FOOD &']",pantry,Available,https://shop.coles.com.au/a/national/product/twinings-leaf-tea-english-breakfast,2021-04-23
3812341P,Cook & Dine,Tall Latte Mug Pink,5.0,$5.00 per 1Ea,1 each,,,['962438 H & H ASIA LTD'],household,Available,https://shop.coles.com.au/a/national/product/cok-dine-tall-latte-mug-pink,2021-04-23
3761397P,COYO,Mango Probiotic Coconut Milk Kefir,4.9,$19.60 per 1L,250mL,,,['975004 COYO'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coyo-organic-coconut-milk-kefir-mango,2021-04-23
2795542P,Carman's,Coconut Yoghurt & Roasted Nut Gourmet Protein Bars 5 pack,6.3,$3.15 per 100G,200g,,,"[""943459 CARMAN'S""]",pantry,Available,https://shop.coles.com.au/a/national/product/carmans-coconut-yoghurt-roasted-nut-gourmet-protein,2021-04-23
8145856P,Primo,English Sliced Ham,3.25,$32.50 per 1Kg,100g,,Specials,['328677 PRIMO FOODS PTY LTD'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/primo-ham-english-sliced-8145856p,2021-04-23
2194203P,MTR,Instant Dosa Mix,3.25,$0.65 per 100G,500g,,,"['972931 OSTINDO INTERNATIONAL P/L (CROSS', '970861 GLOBAL LIFE FOODS', '205974 OSTINDO INTL P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/mtr-instant-dosa-mix,2021-04-23
1485448P,Coles Deli,Salad Tubs Jumbo Quinoa Tabouleh Salad,11.0,$11.00 per 1Ea,1 each,,,['656186 COLES SUPERMARKETS (EXP)'],from-deli,Available,https://shop.coles.com.au/a/national/product/coles-deli-salad-quinoa-tabouleh-jumbo-tub,2021-04-23
2279361P,Nature's Way,Probiotic Capsules,15.0,$0.50 per 1Ea,30 pack,,,['479551 PHARM-A-CARE LABORATORIES P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/natures-way-probiotic-3-billion,2021-04-23
3478964P,Coles,Mexico Corn Tortillas De Maiz 10 pack,3.2,$1.14 per 100G,280g,,,"['951699 AIR GUITAR AUSTRALIA', '953328 GRUMA OCEANIA P/L (HOUSE BRAND)', '953327 GRUMA OCEANIA P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/coles-soft-corn-tortilla-10-pack,2021-04-23
9537159P,Coles,Nail Polish Remover Non Acetone,2.8,$0.22 per 10mL,125mL,,,"['976878 LUMINEYE NAILCRAFT INNOVATIONS (', '38547 ROSS COSMETICS AUST P/L HOUSEBRA']",health-beauty,Available,https://shop.coles.com.au/a/national/product/coles-nail-polish-remover-non-acetone,2021-04-23
5175715P,Country Life,White Fresh Linen Soap,2.75,$0.61 per 100G,5 pack,,,"['15644 FH FAULDIN', '940365 PENTAL PRO']",health-beauty,Available,https://shop.coles.com.au/a/national/product/country-life-soap-fresh-linen,2021-04-23
3962559P,Coles,Bananas,0.95,$0.59 per 100G,160g,,,['972791 THE PRYDES CONFECTIONERY TRUST'],pantry,Available,https://shop.coles.com.au/a/national/product/bananas-3962559p-1,2021-04-23
3865880P,Sabco,Lobby Pan Set,15.0,$15.00 per 1Ea,1 each,,,['953117 SABCO AUST P/L'],household,Available,https://shop.coles.com.au/a/national/product/-3865880p-1,2021-04-23
1149859P,Rimmel,Match Perfection Light Nude Liquid Foundation,11.4,$2.28 per 10mL,50mL,19.0,Specials,"['929191 COTY AUST P/L (X-DOCK)', '975672 COSMETIC SUPPLIERS PTY LTD', '975673 COSMETIC SUPPLIERS PTY LTD']",health-beauty,Available,https://shop.coles.com.au/a/national/product/rimmel-match-perfection-foundation-102,2021-04-23
3403499P,Coles Bakery,Pink Vanilla Drip Cake,25.0,$2.08 per 100G,1200g,,,['964722 THE CAKE SYNDICATE P/L (HOUSEBRA'],mothers-day,Available,https://shop.coles.com.au/a/national/product/coles-bakery-drip-cake-pink-vanilla,2021-04-23
8215780P,Table of Plenty,Mini Milk Chocolate Rice Cakes,3.6,$6.00 per 100G,60g,,,"['953867 TABLE OF PLENTY', '974829 TABLE OF PLENTY']",pantry,Available,https://shop.coles.com.au/a/national/product/table-of-plenty-rice-cakes-mini-milk-chocolate,2021-04-23
4802332P,Clearasil,Ultra Rapid Action Gel Wash,14.0,$7.00 per 100mL,200mL,,Specials,"['6441 BOOTS HEAL', '672882 RECKITT BE']",health-beauty,Available,https://shop.coles.com.au/a/national/product/clearasil-ultra-gel-wash-deep-pore,2021-04-23
4209538P,Mainland,Mainland Tomato Chutney Caramelised Onion Crunch,5.0,$5.56 per 100G,90g,,,['322385 FONTERRA BRANDS (AUST) P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/caramelised-onion-crunch,2021-04-23
5360003P,Herbamare,Salt & Herb Seasoning,7.7,$3.08 per 10G,250g,,,"['653420 BIOFORCE AUST P/L', '971604 A VOGEL AUSTRALIA PTY LTD']",pantry,Available,https://shop.coles.com.au/a/national/product/herbamare-seasoning-salt-herb,2021-04-23
9617134P,Neutrogena,Deep Clean Foaming Face Cleanser,15.3,$8.74 per 100G,175g,,,['24058 JOHNSON & JOHNSON PACIFIC P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/neutrogena-deep-clean-foaming-face-cleanser,2021-04-23
3520131P,Dreambaby,Strollerbuddy Stroller Black Clips,10.4,$2.60 per 1Ea,4 pack,13.0,Specials,"['976226 TEE-ZED PRODUCTS PTY LTD', '964353 TEE-ZED PRODUCTS P/L (X-DOCK)']",baby,Available,https://shop.coles.com.au/a/national/product/dreambaby-strollerbuddy-stroller-clips-black,2021-04-23
3765693P,Noshu,99% Sugar Free Low Carb Pancake Shake,6.0,$2.50 per 100G,240g,,,['976426 NOSHU FOODS'],pantry,Available,https://shop.coles.com.au/a/national/product/noshu-99-sugar-fre-low-carb-pancake-mix,2021-04-23
3211931P,Freedom Foods,Heritage Mill Apple Crumble Clusters,7.0,$0.70 per 100G,1kg,,,"['943187 GOOD FOOD PARTNERS PTY LTD', '973667 FREEDOM FOODS GROUP TRADING PTY']",pantry,Available,https://shop.coles.com.au/a/national/product/heritage-mill-clusters-apple-crumble,2021-04-23
3733551P,Iberogast,Solution,29.9,$59.80 per 100mL,50mL,,,['3778 BAYER AUSTRALIA LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/iberogast-solution-50ml,2021-04-23
5765504P,Anusol,Ointment,9.4,$18.80 per 100G,50g,,,"['7641 CHURCH & DWIGHT (AUST) P/L', '24058 JOHNSON & JOHNSON PACIFIC P/L', '612359 PFIZER CONSUMER HEALTHCARE', '952478 PFIZER AUST P/L']",health-beauty,Available,https://shop.coles.com.au/a/national/product/anusol-ointment,2021-04-23
2369238P,Cook & Dine,White Plastic Bowls,5.0,$10.00 per 100Ea,50 pack,,,"['975760 GLOBALEYES DISTRIBUTION PTY LTD', '973755 DATS PTY LTD (COLESBRAND)', '55239 DATS P/L']",household,Available,https://shop.coles.com.au/a/national/product/cook-dine-white-plastic-bowl-2369238p,2021-04-23
1477440P,Wallaby,Bites Gluten Free Dark Chocolate Orange Almond & Coconut Yoghurt,5.0,$3.33 per 100G,150g,,,"['953473 ENERGY PRODUCTS AUST P/L', '969450 Wallaby']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/wallaby-dark-chocolate-orange-almond-coconut-yoghurt-bites,2021-04-23
4584071P,Coles,Iceberg Lettuce,4.5,$4.50 per 1Ea,1 each,,,"['939312 FRESH PROD', '414760 ST GEORGE', '942633 CARTER & S', '939301 FRESH PROD', '97446 CARTER & S', '933347 COSTAS (TA', ""635235 COSTA'S P/L (VIC DC)""]",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/lettuce-iceberg,2021-04-23
1997177P,Coles,Thin & Crispy Medium Pizza Bases 2 Pack,3.0,$1.50 per 100G,200g,,,"['953327 GRUMA OCEANIA P/L', '953328 GRUMA OCEANIA P/L (HOUSE BRAND)']",bakery,Available,https://shop.coles.com.au/a/national/product/coles-thin-crispy-medium-pizza-base-9-inch,2021-04-23
9446337P,Lipton,Lemon Ice Tea,1.9,$3.80 per 1L,500mL,2.0,Specials,"['421901 UNILEVER A/ASIA FOODS', '44059 ASAHI BEVERAGES PTY LTD']",drinks,Available,https://shop.coles.com.au/a/national/product/lipton-iced-tea-lemon,2021-04-23
5341010P,Coles,Frozen Broccoli Florets,2.5,$5.00 per 1Kg,500g,,,"['943470 HJ HEINZ CO AUST LTD (PRIVATE LA', '757250 KB SEAFOOD COMPANY PTY LTD', '14729 SIMPLOT AUST P/L']",frozen,Available,https://shop.coles.com.au/a/national/product/coles-broccoli-florets-australian-frozen,2021-04-23
3770729P,Olay,Total Effects Normal UV Cream Mini,7.0,$58.33 per 100G,12g,,,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/olay-total-effects-normal-uv-cream-mini,2021-04-23
2993706P,Coca Cola,No Sugar Soft Drink Coke,3.15,$2.52 per 1L,1.25L,,Specials,"['10383 COCA-COLA AMATIL (AUST) P/L', '931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '722642 COCA-COLA AMATIL (AUST) P/L', '800144 PARMALAT AUST LTD', '37079 LACTALIS AUSTRALIA P/L', '800825 DELETED LINE SUPPLIER']",drinks,Available,https://shop.coles.com.au/a/national/product/cca-coca-cola-soft-drink-coke-no-sugar-2993706p,2021-04-23
